file,status,x1,y1,x2,y2
.\image_00482_1.png,success,324.65,228.27,615.04,630.78
.\image_00483_1.png,success,326.64,242.76,618.93,634.47
.\image_00484_1.png,success,310.97,220.61,621.27,647.66
.\image_00485_1.png,success,322.78,223.58,627.04,642.76
.\image_00486_1.png,success,341.31,229.82,641.01,636.69
.\image_00487_1.png,success,334.82,251.42,636.74,619.05
.\image_00488_1.png,success,303.91,243.27,636.84,682.26
.\image_00489_1.png,success,323.25,242.28,631.52,644.4
.\image_00490_1.png,success,317.8,219.8,626.97,659.82
.\image_00491_1.png,success,313.51,225.13,625.85,654.24
.\image_00492_1.png,success,325.68,227.98,618.92,642.84
.\image_00493_0.png,success,324.09,256.86,621.11,625.77
.\image_00494_1.png,success,316.97,215.77,630.44,633.01
.\image_00495_1.png,success,334.15,242.53,627.09,629.96
.\image_00496_1.png,success,320.42,220.7,637.99,654.36
.\image_00497_1.png,success,329.32,232.09,635.31,625.83
.\image_00498_1.png,success,326.99,232.0,637.08,638.53
.\image_00499_1.png,success,326.73,231.54,640.87,641.44
.\image_00500_0.png,success,338.51,269.64,616.04,614.3
.\image_00501_0.png,success,331.36,249.4,612.12,627.63
.\image_00502_1.png,success,325.83,222.93,630.37,641.11
.\image_00503_1.png,success,321.62,240.58,635.09,635.72
.\image_00504_0.png,success,325.88,247.13,641.56,628.59
.\image_00505_1.png,success,306.9,233.59,635.26,633.48
.\image_00506_0.png,success,323.08,225.32,616.84,636.75
.\image_00507_1.png,success,331.4,235.73,635.35,651.99
.\image_00508_1.png,success,335.9,231.07,629.85,634.22
.\image_00509_1.png,success,320.37,210.3,624.29,639.88
.\image_00510_1.png,success,314.2,241.79,656.86,662.2
.\image_00511_1.png,success,324.42,225.0,649.74,677.47
.\image_00512_1.png,success,326.16,249.83,634.07,659.33
.\image_00513_1.png,success,307.31,237.63,640.95,678.97
.\image_00514_1.png,success,330.64,244.4,622.55,638.93
.\image_00515_1.png,success,340.3,248.64,620.61,637.95
.\image_00516_1.png,success,327.04,241.41,638.34,638.21
.\image_00517_1.png,success,327.87,263.16,628.05,624.91
.\image_00518_1.png,success,313.95,240.03,634.37,644.47
.\image_00519_1.png,success,317.19,220.82,635.35,633.28
.\image_00520_1.png,success,319.63,213.75,631.42,637.42
.\image_00521_1.png,success,332.9,234.6,625.26,637.41
.\image_00522_1.png,success,342.36,262.86,623.16,638.63
.\image_00523_0.png,success,323.11,234.13,632.75,621.57
.\image_00524_1.png,success,335.77,229.38,620.97,626.97
.\image_00525_1.png,success,339.41,249.0,625.89,621.64
.\image_00526_1.png,success,269.61,96.98,736.65,715.24
.\image_00527_1.png,success,284.13,100.31,738.16,687.98
.\image_00528_1.png,success,272.47,81.2,718.95,730.1
.\image_00529_1.png,success,286.76,114.66,724.47,698.4
.\image_00530_0.png,success,288.29,146.05,724.5,677.94
.\image_00531_1.png,success,271.53,92.41,735.82,683.7
.\image_00532_1.png,success,262.02,61.79,763.37,748.79
.\image_00533_1.png,success,273.25,104.18,729.71,746.7
.\image_00534_1.png,success,274.13,71.31,762.93,732.88
.\image_00535_1.png,success,288.25,89.25,725.82,689.74
.\image_00536_1.png,success,313.59,82.85,747.4,702.62
.\image_00537_0.png,success,291.61,145.8,726.83,675.75
.\image_00538_1.png,success,290.73,138.86,703.44,689.02
.\image_00539_1.png,success,297.67,95.38,743.69,691.2
.\image_00540_1.png,success,297.97,100.05,744.49,692.84
.\image_00541_1.png,success,289.98,112.86,723.1,676.46
.\image_00542_1.png,success,287.66,95.61,729.65,696.51
.\image_00543_1.png,success,290.99,103.88,734.43,683.32
.\image_00544_0.png,success,283.08,77.72,735.55,706.08
.\image_00545_1.png,success,300.03,98.38,735.43,684.27
.\image_00546_1.png,success,292.17,76.58,753.17,725.91
.\image_00547_1.png,success,302.39,107.46,736.36,706.57
.\image_00548_1.png,success,277.01,101.79,748.18,724.49
.\image_00549_1.png,success,271.25,106.45,728.36,700.39
.\image_00550_1.png,success,279.99,94.87,732.98,717.23
.\image_00551_0.png,success,284.66,71.36,750.15,686.93
.\image_00552_1.png,success,280.72,113.27,719.87,699.17
.\image_00553_1.png,success,295.28,116.78,721.62,693.87
.\image_00554_1.png,success,304.98,86.06,754.72,684.1
.\image_00555_1.png,success,284.71,90.42,730.51,713.44
.\image_00556_1.png,success,304.7,92.84,739.79,690.18
.\image_00557_1.png,success,299.82,81.6,747.07,704.0
.\image_00558_1.png,success,281.04,105.14,750.29,686.4
.\image_00559_1.png,success,312.56,152.13,715.69,697.03
.\image_00560_1.png,success,291.15,129.28,738.27,721.06
.\image_00561_1.png,success,279.91,114.68,726.05,701.55
.\image_00562_1.png,success,301.22,108.9,741.97,704.6
.\image_00563_1.png,success,285.01,109.76,730.24,698.81
.\image_00564_1.png,success,272.18,130.89,729.32,685.81
.\image_00565_1.png,success,276.28,115.68,752.09,712.56
.\image_00566_1.png,success,277.01,94.39,728.76,691.23
.\image_00567_1.png,success,256.82,115.75,731.3,730.77
.\image_00568_1.png,success,294.14,109.74,705.5,653.61
.\image_00569_0.png,success,291.73,82.54,758.19,713.11
.\image_00570_1.png,success,296.14,64.71,742.99,698.0
.\image_00571_1.png,success,325.7,96.32,734.82,679.95
.\image_00572_0.png,success,297.24,138.95,729.27,681.41
.\image_00573_1.png,success,300.04,115.53,722.62,683.71
.\image_00574_1.png,success,281.19,104.87,736.89,703.23
.\image_00575_0.png,success,283.28,130.89,736.82,717.18
.\image_00576_1.png,success,281.13,93.86,747.92,701.56
.\image_00577_1.png,success,294.05,85.31,736.8,692.31
.\image_00578_1.png,success,277.71,138.76,710.4,703.6
.\image_00579_1.png,success,288.57,98.2,741.64,688.53
.\image_00580_1.png,success,289.29,105.65,743.19,709.48
.\image_00581_1.png,success,273.38,78.34,752.0,680.7
.\image_00582_1.png,success,270.07,97.06,723.65,693.88
.\image_00583_1.png,success,285.97,113.5,729.45,703.94
.\image_00584_1.png,success,276.92,104.72,729.46,708.65
.\image_00585_0.png,success,282.68,102.57,747.52,693.16
.\image_00586_1.png,success,305.24,90.14,723.81,685.6
.\image_00587_1.png,success,278.56,106.32,731.57,715.66
.\image_00588_1.png,success,290.15,112.22,749.31,724.13
.\image_00589_1.png,success,281.19,107.36,723.07,712.41
.\image_00590_0.png,success,278.59,122.0,708.56,697.95
.\image_00591_1.png,success,292.51,142.55,733.16,688.91
.\image_00592_0.png,success,300.42,145.41,710.21,676.88
.\image_00593_1.png,success,301.38,132.97,729.59,692.03
.\image_00594_1.png,success,299.27,96.43,742.66,683.71
.\image_00595_1.png,success,285.64,86.75,729.52,683.7
.\image_00596_1.png,success,295.65,102.54,737.79,691.51
.\image_00597_1.png,success,294.13,114.9,742.86,685.39
.\image_00598_1.png,success,290.47,125.9,732.74,689.63
.\image_00599_1.png,success,273.69,88.79,734.57,700.14
.\image_00600_1.png,success,283.78,94.78,729.34,682.16
.\image_00601_1.png,success,270.22,92.04,726.32,675.46
.\image_00602_1.png,success,306.97,161.28,716.55,683.89
.\image_00603_1.png,success,287.2,122.78,722.45,690.35
.\image_00604_0.png,success,306.89,140.94,713.34,672.92
.\image_00605_1.png,success,289.86,130.34,728.74,691.07
.\image_00606_1.png,success,275.24,93.29,723.68,727.28
.\image_00607_1.png,success,291.09,88.55,744.01,704.38
.\image_00608_1.png,success,282.49,106.98,728.88,711.02
.\image_00609_1.png,success,299.49,103.99,754.78,706.37
.\image_00610_1.png,success,307.3,112.73,744.67,676.89
.\image_00611_1.png,success,293.16,131.72,742.34,712.15
.\image_00612_1.png,success,314.42,175.55,715.0,682.35
.\image_00613_1.png,success,308.67,164.44,735.69,711.05
.\image_00614_1.png,success,284.85,117.45,724.59,683.65
.\image_00615_1.png,success,282.66,107.98,744.88,715.15
.\image_00616_1.png,success,304.5,121.86,723.69,703.38
.\image_00617_1.png,success,295.81,120.22,724.21,680.4
.\image_00618_1.png,success,279.92,123.34,726.92,710.1
.\image_00619_1.png,success,299.29,95.31,733.6,683.08
.\image_00620_0.png,success,344.09,144.97,717.64,654.0
.\image_00621_1.png,success,272.24,135.6,710.91,700.35
.\image_00622_1.png,success,277.71,129.16,721.38,701.48
.\image_00623_1.png,success,275.17,102.4,724.32,729.08
.\image_00624_1.png,success,286.96,103.21,734.25,677.73
.\image_00625_0.png,success,253.21,64.4,734.33,706.88
.\image_00626_1.png,success,303.51,77.27,739.13,711.02
.\image_00627_1.png,success,271.21,131.62,726.9,688.85
.\image_00628_1.png,success,285.82,109.35,726.85,703.61
.\image_00629_1.png,success,307.65,117.8,752.14,715.57
.\image_00630_1.png,success,286.85,159.46,737.84,727.31
.\image_00631_1.png,success,277.25,105.51,707.1,695.35
.\image_00632_0.png,success,325.31,164.71,706.7,684.54
.\image_00633_1.png,success,281.9,130.22,725.51,682.63
.\image_00634_1.png,success,305.57,84.35,748.2,704.04
.\image_00635_1.png,success,284.14,109.82,724.03,700.69
.\image_00636_1.png,success,288.58,124.39,722.33,667.7
.\image_00637_1.png,success,265.15,82.95,723.19,711.96
.\image_00638_1.png,success,282.14,128.09,711.51,676.91
.\image_00639_1.png,success,287.96,98.46,734.96,674.28
.\image_00640_1.png,success,276.08,112.39,734.55,707.38
.\image_00641_1.png,success,275.0,94.5,731.3,687.89
.\image_00642_1.png,success,277.96,106.6,719.02,695.24
.\image_00643_1.png,success,295.73,94.98,733.75,696.83
.\image_00644_1.png,success,251.2,97.24,738.5,749.25
.\image_00645_1.png,success,276.95,98.89,743.18,746.11
.\image_00646_0.png,success,255.15,125.53,711.0,733.1
.\image_00647_1.png,success,266.27,102.01,719.24,705.94
.\image_00648_1.png,success,279.03,83.55,730.46,705.66
.\image_00649_1.png,success,284.03,110.27,716.21,694.82
.\image_00650_1.png,success,281.38,85.4,716.47,691.86
.\image_00651_1.png,success,278.82,129.92,728.22,683.43
.\image_00652_1.png,success,291.49,111.03,723.53,695.92
.\image_00653_1.png,success,280.59,103.8,742.02,660.76
.\image_00654_1.png,success,291.3,119.0,707.09,680.55
.\image_00655_1.png,success,280.41,96.02,735.85,706.63
.\image_00656_1.png,success,290.39,153.9,701.19,684.98
.\image_00657_1.png,success,263.84,120.44,711.74,683.62
.\image_00658_1.png,success,287.89,107.96,714.25,684.53
.\image_00659_1.png,success,269.97,76.81,746.83,698.47
.\image_00660_1.png,success,275.61,110.51,703.68,686.08
.\image_00661_1.png,success,267.29,81.72,725.04,706.6
.\image_00662_1.png,success,273.12,105.66,712.98,680.1
.\image_00663_1.png,success,267.86,112.59,723.32,698.18
.\image_00664_1.png,success,269.08,108.13,708.57,686.54
.\image_00665_1.png,success,287.06,107.53,723.33,704.01
.\image_00666_1.png,success,286.58,98.8,713.09,698.31
.\image_00667_1.png,success,298.03,153.64,719.64,686.38
.\image_00668_1.png,success,274.99,98.53,741.39,699.95
.\image_00669_0.png,success,327.03,143.47,739.29,679.95
.\image_00670_1.png,success,274.71,112.91,713.98,674.81
.\image_00671_1.png,success,289.38,132.6,727.11,693.32
.\image_00672_1.png,success,276.49,115.23,744.8,693.72
.\image_00673_1.png,success,281.5,81.4,733.94,683.57
.\image_00674_1.png,success,273.43,107.51,718.4,695.89
.\image_00675_1.png,success,274.88,103.2,737.89,720.09
.\image_00676_1.png,success,274.73,107.05,712.43,701.09
.\image_00677_1.png,success,283.78,107.39,718.36,701.47
.\image_00678_1.png,success,276.43,135.18,707.85,691.44
.\image_00679_1.png,success,282.11,81.52,749.4,677.73
.\image_00680_0.png,success,289.28,125.83,730.72,675.21
.\image_00681_1.png,success,286.83,92.84,728.28,725.13
.\image_00682_1.png,success,273.43,57.43,753.83,729.71
.\image_00683_1.png,success,296.59,147.13,702.05,697.24
.\image_00684_1.png,success,290.22,94.2,723.66,678.72
.\image_00685_1.png,success,289.77,99.32,721.54,683.99
.\image_00686_1.png,success,283.12,110.25,711.95,696.96
.\image_00687_0.png,success,309.8,114.28,715.34,682.59
.\image_00688_1.png,success,279.59,121.05,722.29,703.09
.\image_00689_1.png,success,280.32,109.97,748.19,680.3
.\image_00690_1.png,success,285.31,104.86,736.27,709.25
.\image_00691_1.png,success,278.61,125.85,728.25,702.22
.\image_00692_1.png,success,281.89,109.47,745.77,704.63
.\image_00693_1.png,success,289.3,93.28,757.66,704.79
.\image_00694_1.png,success,262.29,69.47,748.75,709.39
.\image_00695_1.png,success,289.57,109.52,725.4,685.39
.\image_00696_1.png,success,266.38,95.26,723.68,690.39
.\image_00697_1.png,success,283.49,118.58,732.98,709.38
.\image_00698_1.png,success,275.24,107.07,747.63,700.54
.\image_00699_1.png,success,278.65,111.11,708.7,691.85
.\image_00700_1.png,success,263.84,82.75,731.14,700.44
.\image_00701_1.png,success,297.65,127.72,716.68,678.47
.\image_00702_1.png,success,288.22,121.55,723.76,681.6
.\image_00703_1.png,success,310.56,107.45,749.48,687.93
.\image_00704_1.png,success,264.98,43.6,750.05,667.67
.\image_00705_1.png,success,279.14,93.91,724.74,690.37
.\image_00706_1.png,success,289.86,114.42,726.31,685.8
.\image_00707_1.png,success,306.48,123.57,725.12,713.68
.\image_00708_1.png,success,264.92,87.51,732.98,690.53
.\image_00709_1.png,success,280.83,93.14,729.79,675.39
.\image_00710_1.png,success,290.07,132.0,719.76,687.06
.\image_00711_1.png,success,303.03,150.27,723.57,694.7
.\image_00712_1.png,success,292.79,144.21,716.62,687.99
.\image_00713_1.png,success,273.68,86.8,713.49,679.04
.\image_00714_0.png,success,292.32,73.54,748.26,681.87
.\image_00715_1.png,success,277.76,99.49,737.42,684.05
.\image_00716_1.png,success,280.9,116.4,722.52,671.51
.\image_00717_1.png,success,331.08,189.72,631.28,576.4
.\image_00718_0.png,success,328.75,195.19,618.07,582.67
.\image_00719_1.png,success,341.5,184.71,627.29,568.91
.\image_00720_1.png,success,343.27,199.63,621.2,562.53
.\image_00721_1.png,success,335.3,216.46,617.51,563.58
.\image_00722_1.png,success,342.54,195.7,610.08,555.7
.\image_00723_1.png,success,355.72,207.69,620.11,550.17
.\image_00724_1.png,success,338.57,197.22,618.35,553.07
.\image_00725_1.png,success,343.34,206.49,625.03,571.0
.\image_00726_1.png,success,336.08,199.29,615.58,572.09
.\image_00727_0.png,success,356.69,209.06,622.41,553.58
.\image_00728_1.png,success,348.5,177.75,642.78,585.12
.\image_00729_1.png,success,342.02,201.21,617.5,563.35
.\image_00730_1.png,success,344.47,190.03,620.9,563.35
.\image_00731_1.png,success,337.26,183.95,620.79,577.54
.\image_00732_1.png,success,340.46,213.15,606.3,559.78
.\image_00733_0.png,success,330.64,175.7,622.75,589.52
.\image_00734_1.png,success,343.9,200.55,615.87,560.04
.\image_00735_1.png,success,336.61,198.79,612.73,562.52
.\image_00736_1.png,success,356.15,193.62,631.45,583.14
.\image_00737_1.png,success,334.78,187.43,616.92,572.44
.\image_00738_1.png,success,336.21,184.41,611.91,568.68
.\image_00739_1.png,success,348.09,202.3,616.62,565.03
.\image_00740_1.png,success,355.79,210.96,628.58,573.17
.\image_00741_1.png,success,345.16,177.64,632.7,558.15
.\image_00742_1.png,success,343.57,194.4,627.91,565.88
.\image_00743_1.png,success,339.97,221.81,630.6,588.78
.\image_00744_0.png,success,338.13,202.49,617.65,566.9
.\image_00745_1.png,success,331.93,215.6,614.75,579.08
.\image_00746_1.png,success,353.19,211.96,614.72,564.67
.\image_00747_1.png,success,342.32,183.55,604.02,557.96
.\image_00748_1.png,success,339.02,196.89,621.46,565.41
.\image_00749_1.png,success,344.02,198.56,612.58,573.36
.\image_00750_1.png,success,331.61,189.43,628.52,571.47
.\image_00751_1.png,success,330.2,192.49,626.62,581.53
.\image_00752_1.png,success,339.79,204.42,617.64,548.67
.\image_00753_1.png,success,339.8,191.46,616.65,578.89
.\image_00754_1.png,success,340.66,184.41,620.06,571.89
.\image_00755_1.png,success,345.81,187.69,625.15,559.73
.\image_00756_0.png,success,333.11,170.85,627.1,563.58
.\image_00757_1.png,success,351.61,197.54,613.12,578.5
.\image_00758_1.png,success,346.85,181.26,626.69,571.16
.\image_00759_1.png,success,339.69,175.43,623.25,568.72
.\image_00760_1.png,success,328.1,173.99,629.25,581.52
.\image_00761_1.png,success,343.18,183.95,622.86,566.73
.\image_00762_1.png,success,339.31,217.32,620.62,567.3
.\image_00763_1.png,success,328.2,198.56,608.41,571.73
.\image_00764_1.png,success,331.51,201.89,610.88,584.05
.\image_00765_1.png,success,345.55,193.59,626.57,606.77
.\image_00766_1.png,success,336.57,197.05,619.02,566.08
.\image_00767_1.png,success,336.35,198.88,629.18,580.43
.\image_00768_1.png,success,347.26,224.99,611.27,564.77
.\image_00769_1.png,success,347.93,197.14,630.91,589.98
.\image_00770_1.png,success,333.83,203.22,610.85,565.83
.\image_00771_1.png,success,334.91,197.25,622.86,572.53
.\image_00772_1.png,success,339.95,212.46,619.58,584.35
.\image_00773_1.png,success,341.36,221.51,623.09,567.37
.\image_00774_1.png,success,341.74,196.08,630.18,576.69
.\image_00775_1.png,success,346.32,193.75,620.08,565.97
.\image_00776_1.png,success,325.32,196.77,610.87,583.11
.\image_00777_1.png,success,334.32,210.86,622.52,571.49
.\image_00778_1.png,success,344.94,197.98,612.28,553.02
.\image_00779_0.png,success,353.41,197.08,606.47,562.31
.\image_00780_1.png,success,341.24,191.5,624.88,573.02
.\image_00781_1.png,success,337.77,197.62,621.33,582.3
.\image_00782_0.png,success,355.59,174.52,631.8,562.01
.\image_00783_1.png,success,348.46,195.02,622.31,576.59
.\image_00784_1.png,success,349.7,206.93,620.64,573.65
.\image_00785_1.png,success,353.73,199.43,624.15,564.08
.\image_00786_0.png,success,352.52,191.6,613.67,545.96
.\image_00787_0.png,success,350.87,184.94,619.98,552.35
.\image_00788_0.png,success,345.78,201.31,615.54,558.0
.\image_00789_0.png,success,356.99,221.1,632.45,573.33
.\image_00790_0.png,success,339.82,170.1,627.44,563.03
.\image_00791_1.png,success,361.66,223.94,608.7,560.07
.\image_00792_1.png,success,357.71,220.68,617.2,569.54
.\image_00793_1.png,success,350.58,215.8,622.64,571.09
.\image_00794_1.png,success,351.52,214.9,620.96,586.96
.\image_00795_0.png,success,347.36,213.33,631.2,591.73
.\image_00796_0.png,success,380.6,211.13,641.27,557.46
.\image_00797_1.png,success,347.38,182.51,627.3,559.23
.\image_00798_1.png,success,331.01,197.1,617.95,576.31
.\image_00799_1.png,success,351.26,195.11,624.51,555.01
.\image_00800_1.png,success,339.14,197.77,620.97,563.06
.\image_00801_1.png,success,339.08,193.07,623.22,569.66
.\image_00802_1.png,success,359.51,213.94,614.53,553.71
.\image_00803_1.png,success,342.13,213.89,624.93,557.85
.\image_00804_0.png,success,355.15,189.17,626.51,567.67
.\image_00805_0.png,success,383.08,208.17,649.32,556.8
.\image_00806_1.png,success,337.11,196.36,618.79,575.86
.\image_00807_1.png,success,336.75,193.0,614.46,578.47
.\image_00808_1.png,success,334.46,199.02,618.51,592.43
.\image_00809_1.png,success,347.1,204.05,612.47,562.72
.\image_00810_1.png,success,337.84,202.26,615.83,563.1
.\image_00811_0.png,success,347.29,203.18,624.99,570.97
.\image_00812_0.png,success,393.94,182.38,661.01,566.86
.\image_00813_0.png,success,343.26,180.11,619.91,554.72
.\image_00814_0.png,success,362.17,220.21,623.92,552.78
.\image_00815_0.png,success,335.64,189.04,615.92,559.24
.\image_00816_1.png,success,320.64,189.85,626.98,585.0
.\image_00817_0.png,success,331.61,185.98,622.95,572.52
.\image_00818_1.png,success,342.96,181.51,622.44,577.54
.\image_00819_1.png,success,334.87,189.68,609.79,556.64
.\image_00820_1.png,success,334.92,198.76,630.64,588.11
.\image_00821_1.png,success,339.15,212.07,619.3,578.43
.\image_00822_1.png,success,331.37,207.52,615.21,585.42
.\image_00823_1.png,success,339.16,180.63,634.01,588.55
.\image_00824_1.png,success,340.53,179.69,625.9,564.88
.\image_00825_1.png,success,339.13,198.24,617.69,580.44
.\image_00826_1.png,success,338.63,221.49,608.27,562.27
.\image_00827_1.png,success,344.97,203.53,620.34,572.29
.\image_00828_1.png,success,348.69,178.59,629.94,567.74
.\image_00829_1.png,success,343.69,199.77,628.36,584.65
.\image_00830_0.png,success,329.31,184.98,621.6,564.69
.\image_00831_0.png,success,345.68,215.56,610.97,554.63
.\image_00832_1.png,success,342.54,187.33,616.2,573.33
.\image_00833_1.png,success,344.49,185.71,629.37,569.74
.\image_00834_1.png,success,343.53,191.83,630.32,576.05
.\image_00835_0.png,success,363.27,185.25,649.62,561.96
.\image_00836_1.png,success,329.92,172.91,625.79,575.85
.\image_00837_1.png,success,339.32,208.6,619.88,581.32
.\image_00838_0.png,success,327.13,176.88,624.15,585.95
.\image_00839_1.png,success,339.71,196.27,627.56,584.08
.\image_00840_1.png,success,350.83,191.13,629.62,555.97
.\image_00841_1.png,success,353.73,209.08,623.83,558.77
.\image_00842_1.png,success,346.41,188.41,621.56,570.3
.\image_00843_1.png,success,348.88,200.81,615.52,569.54
.\image_00844_1.png,success,339.07,190.9,623.45,570.27
.\image_00845_1.png,success,338.1,208.21,615.57,578.89
.\image_00846_1.png,success,339.82,199.98,613.08,567.88
.\image_00847_1.png,success,335.91,194.02,630.08,565.26
.\image_00848_1.png,success,335.44,209.35,617.24,575.76
.\image_00849_1.png,success,352.62,199.64,620.93,569.14
.\image_00850_1.png,success,346.77,194.46,608.29,566.58
.\image_00851_1.png,success,331.47,191.15,620.72,583.89
.\image_00852_1.png,success,327.79,190.73,619.86,589.12
.\image_00853_0.png,success,346.04,190.8,622.58,550.09
.\image_00854_1.png,success,336.26,189.67,625.67,563.14
.\image_00855_1.png,success,345.91,183.2,623.82,583.46
.\image_00856_1.png,success,337.88,182.46,619.21,556.67
.\image_00857_1.png,success,347.51,204.79,625.13,564.1
.\image_00858_1.png,success,344.67,214.43,616.9,570.85
.\image_00859_1.png,success,340.01,187.73,630.24,572.24
.\image_00860_1.png,success,334.52,210.49,618.52,560.0
.\image_00861_1.png,success,342.21,209.18,627.55,568.57
.\image_00862_1.png,success,342.12,184.31,627.04,558.51
.\image_00863_1.png,success,341.97,188.47,630.18,572.97
.\image_00864_1.png,success,354.46,195.31,625.41,564.46
.\image_00865_1.png,success,336.91,176.08,616.0,576.99
.\image_00866_1.png,success,343.1,184.94,631.99,582.59
.\image_00867_1.png,success,351.01,196.58,622.96,568.93
.\image_00868_1.png,success,348.84,192.3,626.63,577.21
.\image_00869_1.png,success,351.9,201.47,617.95,570.36
.\image_00870_1.png,success,337.54,192.01,628.7,578.16
.\image_00871_1.png,success,343.3,207.09,629.03,576.58
.\image_00872_0.png,success,331.63,203.31,633.63,583.09
.\image_00873_1.png,success,332.41,198.71,629.72,605.74
.\image_00874_1.png,success,340.28,213.21,639.14,569.14
.\image_00875_1.png,success,325.32,204.54,611.97,580.57
.\image_00876_1.png,success,339.85,241.22,657.66,672.73
.\image_00877_1.png,success,337.08,254.37,646.57,657.19
.\image_00878_0.png,success,341.47,233.76,654.48,660.52
.\image_00879_1.png,success,331.74,233.21,654.36,650.07
.\image_00880_1.png,success,346.45,256.49,656.2,667.79
.\image_00881_1.png,success,342.51,253.33,652.33,665.23
.\image_00882_1.png,success,346.64,240.07,646.16,655.75
.\image_00883_1.png,success,346.87,228.17,653.23,656.33
.\image_00884_1.png,success,334.76,228.29,655.33,656.92
.\image_00885_1.png,success,339.01,262.74,650.57,658.94
.\image_00886_0.png,success,350.08,252.17,657.49,645.09
.\image_00887_0.png,success,346.58,238.97,649.18,661.24
.\image_00888_1.png,success,337.92,231.76,657.74,651.66
.\image_00889_1.png,success,333.38,238.69,642.44,648.24
.\image_00890_1.png,success,343.65,243.39,648.87,664.47
.\image_00891_1.png,success,335.84,235.03,644.74,652.0
.\image_00892_1.png,success,340.06,250.99,642.43,673.44
.\image_00893_1.png,success,344.41,250.52,653.1,667.05
.\image_00894_1.png,success,354.77,236.78,667.55,670.13
.\image_00895_1.png,success,326.39,244.46,663.02,665.58
.\image_00896_1.png,success,336.03,245.48,647.82,665.4
.\image_00897_0.png,success,347.46,245.49,647.6,657.7
.\image_00898_1.png,success,343.78,241.35,653.49,662.06
.\image_00899_1.png,success,342.19,244.18,652.88,675.52
.\image_00900_1.png,success,352.49,237.26,656.73,677.73
.\image_00901_1.png,success,340.58,269.67,654.17,662.06
.\image_00902_1.png,success,351.62,243.17,649.67,663.86
.\image_00903_1.png,success,349.04,248.27,655.42,659.12
.\image_00904_1.png,success,343.7,255.83,664.46,669.78
.\image_00905_0.png,success,351.85,233.23,674.43,657.57
.\image_00906_1.png,success,344.28,247.71,645.95,655.14
.\image_00907_1.png,success,343.47,241.62,664.24,680.47
.\image_00908_1.png,success,343.13,262.47,646.46,658.13
.\image_00909_1.png,success,346.12,242.75,661.39,655.7
.\image_00910_0.png,success,330.61,239.21,639.83,655.58
.\image_00911_1.png,success,317.77,222.55,653.79,685.85
.\image_00912_1.png,success,327.32,255.07,643.67,669.03
.\image_00913_1.png,success,329.09,240.86,662.65,686.93
.\image_00914_1.png,success,330.02,252.36,653.86,680.41
.\image_00915_1.png,success,343.05,230.3,650.0,659.75
.\image_00916_1.png,success,327.72,247.69,643.47,666.36
.\image_00917_1.png,success,337.53,268.06,656.44,655.37
.\image_00918_0.png,success,336.62,241.98,656.55,657.17
.\image_00919_1.png,success,335.34,236.65,657.0,683.09
.\image_00920_1.png,success,346.51,252.1,661.7,675.44
.\image_00921_1.png,success,340.27,247.97,661.49,665.9
.\image_00922_1.png,success,336.4,255.34,653.08,669.08
.\image_00923_1.png,success,353.36,265.38,643.35,654.57
.\image_00924_1.png,success,349.7,257.48,661.99,657.8
.\image_00925_1.png,success,344.23,241.74,663.94,662.42
.\image_00926_1.png,success,345.54,236.61,651.37,658.12
.\image_00927_1.png,success,340.06,233.69,648.32,654.64
.\image_00928_1.png,success,340.05,233.82,675.3,689.22
.\image_00929_1.png,success,343.25,248.79,644.95,658.92
.\image_00930_1.png,success,352.81,260.79,638.84,648.38
.\image_00931_0.png,success,342.31,241.68,652.55,646.32
.\image_00932_0.png,success,362.35,248.78,653.77,643.95
.\image_00933_1.png,success,348.89,249.49,645.72,658.93
.\image_00934_1.png,success,342.96,238.27,646.86,646.44
.\image_00935_1.png,success,351.11,249.93,646.65,649.97
.\image_00936_1.png,success,331.89,234.18,651.52,653.64
.\image_00937_1.png,success,355.24,245.42,662.37,660.28
.\image_00938_1.png,success,339.62,223.24,662.68,660.15
.\image_00939_0.png,success,340.97,228.8,652.36,649.98
.\image_00940_1.png,success,339.58,258.04,644.61,653.15
.\image_00941_1.png,success,361.65,279.37,641.97,642.37
.\image_00942_1.png,success,341.86,249.02,647.87,648.71
.\image_00943_1.png,success,355.03,264.79,656.24,654.37
.\image_00944_1.png,success,329.86,230.39,648.33,643.3
.\image_00945_1.png,success,329.15,228.37,654.53,656.54
.\image_00946_0.png,success,345.76,255.71,639.32,640.49
.\image_00947_1.png,success,350.49,248.61,646.18,651.26
.\image_00948_1.png,success,335.92,230.54,649.2,663.63
.\image_00949_0.png,success,367.93,246.03,659.97,640.91
.\image_00950_1.png,success,338.39,252.3,647.29,649.19
.\image_00951_0.png,success,352.52,261.34,650.08,649.17
.\image_00952_1.png,success,354.8,259.44,649.41,647.65
.\image_00953_1.png,success,348.82,249.14,649.88,659.17
.\image_00954_1.png,success,368.75,273.4,644.33,647.15
.\image_00955_1.png,success,360.14,229.81,653.04,652.12
.\image_00956_0.png,success,332.85,243.76,646.7,683.53
.\image_00957_1.png,success,349.37,238.42,649.85,650.09
.\image_00958_1.png,success,342.18,258.13,653.35,671.58
.\image_00959_1.png,success,342.46,245.31,658.68,671.49
.\image_00960_1.png,success,363.36,247.32,648.99,654.7
.\image_00961_1.png,success,343.93,253.08,655.3,693.58
.\image_00962_1.png,success,317.69,210.55,675.13,724.89
.\image_00963_1.png,success,349.9,231.75,652.3,672.96
